id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/26924985,The 'Twenty and Odd',Phylon (1960-),2020,,article,jstor,2020-07-01,1,57,http://www.jstor.org/stable/26924985,Cassandra L. Newby-Alexander,Clark Atlanta University,eng,25,36,,5678,12,unigram; bigram; trigram
http://www.jstor.org/stable/26992878,Elder Justice Policy,Generations: Journal of the American Society on Aging,2020,,article,jstor,2020-04-01,1,44,http://www.jstor.org/stable/26992878,Robert B. Blancato; Meredith Whitmire,American Society on Aging,eng,106,110,,3077,5,unigram; bigram; trigram
http://www.jstor.org/stable/48599282,"Discrimination Against Women, Rule of Law, and Culture of Peace",The Fletcher Forum of World Affairs,2020,,article,jstor,2020-01-01,1,44,http://www.jstor.org/stable/48599282,Cornelia Weiss,The Fletcher School of Law and Diplomacy,eng,97,120,,8976,24,unigram; bigram; trigram
http://www.jstor.org/stable/26965836,POLICING THE PRESS,Columbia Law Review,2020,,article,jstor,2020-12-01,8,120,http://www.jstor.org/stable/26965836,John S. Clayton,"Columbia Law Review Association, Inc.",eng,2275,2318,,20845,44,unigram; bigram; trigram
http://www.jstor.org/stable/26940040,A Comparative Analysis of the Nature and Evolution of the Domestic Jihadist Threat to Australia and Canada (2000–2020),Perspectives on Terrorism,2020,,article,jstor,2020-10-01,5,14,http://www.jstor.org/stable/26940040,Shandon Harris-Hogan; Lorne L. Dawson; Amarnath Amarasingam,Terrorism Research Initiative,eng,77,102,,17920,26,unigram; bigram; trigram
http://www.jstor.org/stable/26947521,Say Their Names,Washington History,2020,,article,jstor,2020-10-01,1/2,32,http://www.jstor.org/stable/26947521,SARAH JANE SHOENFELD,"Historical Society of Washington, D.C.",eng,54,58,,5995,5,unigram; bigram; trigram
http://www.jstor.org/stable/26918381,Consent,Ploughshares,2020,,article,jstor,2020-07-01,2,46,http://www.jstor.org/stable/26918381,KAREN SHEPARD,Ploughshares,eng,133,145,,5459,13,unigram; bigram; trigram
http://www.jstor.org/stable/48572371,THE PROSECUTOR AS A FINAL SAFEGUARD AGAINST FALSE CONVICTIONS,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-01-01,2,110,http://www.jstor.org/stable/48572371,ELIZABETH WEBSTER,Northwestern University,eng,245,305,,26098,61,unigram; bigram; trigram
http://www.jstor.org/stable/26937479,Review Article,Journal of the Royal Asiatic Society Hong Kong Branch,2020,,article,jstor,2020-01-01,,60,http://www.jstor.org/stable/26937479,David Hodson,Royal Asiatic Society Hong Kong Branch,eng,258,260,,1191,3,unigram; bigram; trigram
http://www.jstor.org/stable/48595411,PROGRESSIVE PROSECUTION IN A PANDEMIC,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-10-01,4,110,http://www.jstor.org/stable/48595411,CHAD FLANDERS; STEPHEN GALOOB,Northwestern University,eng,685,706,,9739,23,unigram; bigram; trigram
http://www.jstor.org/stable/26932607,Simplifying Patent Venue,The University of Chicago Law Review,2020,,article,jstor,2020-10-01,7,87,http://www.jstor.org/stable/26932607,Micah Quigley,The University of Chicago Law Review,eng,1893,1936,,19685,44,unigram; bigram; trigram
http://www.jstor.org/stable/48573168,The Fiend That Walks Behind,"The Green Book: Writings on Irish Gothic, Supernatural and Fantastic Literature",2020,,article,jstor,2020-05-01,15,,http://www.jstor.org/stable/48573168,Conall Cearnach,Swan River Press,eng,89,104,,5444,16,unigram; bigram; trigram
http://www.jstor.org/stable/26918379,Code W,Ploughshares,2020,,article,jstor,2020-07-01,2,46,http://www.jstor.org/stable/26918379,SONYA LARSON,Ploughshares,eng,97,117,,7473,21,unigram; bigram; trigram
http://www.jstor.org/stable/26868343,DISAPPROPRIATION,Columbia Law Review,2020,,article,jstor,2020-01-01,1,120,http://www.jstor.org/stable/26868343,Matthew B. Lawrence,"Columbia Law Review Association, Inc.",eng,1,90,,43520,90,unigram; bigram; trigram
http://www.jstor.org/stable/26947516,Defending Tenants in the Midst of Plague,Washington History,2020,,article,jstor,2020-10-01,1/2,32,http://www.jstor.org/stable/26947516,AMANDA HURON,"Historical Society of Washington, D.C.",eng,41,43,,5059,3,unigram; bigram; trigram
http://www.jstor.org/stable/48572212,AN EXONEREE’S INTERROGATION NIGHTMARE,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-01-01,1,110,http://www.jstor.org/stable/48572212,CHRISTOPHER OCHOA,Northwestern University,eng,9,14,,2667,6,unigram; bigram; trigram
http://www.jstor.org/stable/48573787,RETROACTIVE LEGALITY,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-07-01,3,110,http://www.jstor.org/stable/48573787,DEBORAH M. AHRENS,Northwestern University,eng,379,440,,27708,63,unigram; bigram; trigram
http://www.jstor.org/stable/26915445,Security Implications of COVID-19 for Indonesia,Counter Terrorist Trends and Analyses,2020,,article,jstor,2020-04-01,3,12,http://www.jstor.org/stable/26915445,V. Arianti; Muh Taufiqurrohman,International Centre for Political Violence and Terrorism Research,eng,13,17,,2674,5,unigram; bigram; trigram
http://www.jstor.org/stable/26932605,California's Proposition 47 and Effectuating State Laws in Federal Sentencing,The University of Chicago Law Review,2020,,article,jstor,2020-10-01,7,87,http://www.jstor.org/stable/26932605,Brenna Ledvora,The University of Chicago Law Review,eng,1799,1844,,19818,46,unigram; bigram; trigram
http://www.jstor.org/stable/26965041,Femicide,Estudos Feministas,2020,,article,jstor,2020-01-01,1,28,http://www.jstor.org/stable/26965041,Ewerton Ricardo Messias; Valter Moura do Carmo; Victória Martins de Almeida,Instituto de Estudos de Gênero da Universidade Federal de Santa Catarina,eng,1,13,,9673,13,unigram; bigram; trigram
http://www.jstor.org/stable/26910603,"Some Doubts About ""Democratizing"" Criminal Justice",The University of Chicago Law Review,2020,,article,jstor,2020-05-01,3,87,http://www.jstor.org/stable/26910603,John Rappaport,The University of Chicago Law Review,eng,711,814,,47782,104,unigram; bigram; trigram
http://www.jstor.org/stable/26959962,A WORLD OF DISTRUST,Columbia Law Review,2020,,article,jstor,2020-06-01,5,120,http://www.jstor.org/stable/26959962,Timothy M. Mulvaney,"Columbia Law Review Association, Inc.",eng,153,177,,13484,25,unigram; bigram; trigram
http://www.jstor.org/stable/26915211,INFORMATION IS POWER,History Ireland,2020,,article,jstor,2020-05-01,3,28,http://www.jstor.org/stable/26915211,Sheila Ahern,Wordwell Ltd.,eng,12,13,,1393,2,unigram; bigram; trigram
http://www.jstor.org/stable/26912773,PLATOONING SEMI-TRUCKS IN NEW MEXICO,Natural Resources Journal,2020,,article,jstor,2020-01-01,1,60,http://www.jstor.org/stable/26912773,Amanda Carmody,Regents of the University of New Mexico on behalf of its School of Law,eng,103,116,,5940,14,unigram; bigram; trigram
http://www.jstor.org/stable/26977840,HARDWARE STORE SEDITION,Minnesota History,2020,,article,jstor,2020-12-01,4,67,http://www.jstor.org/stable/26977840,Greg Gaut,Minnesota Historical Society Press,eng,178,189,,9194,12,unigram; bigram; trigram
http://www.jstor.org/stable/26947522,The Silence of the Founders,Washington History,2020,,article,jstor,2020-10-01,1/2,32,http://www.jstor.org/stable/26947522,KENNETH R. BOWLING,"Historical Society of Washington, D.C.",eng,58,59,,3394,2,unigram; bigram; trigram
http://www.jstor.org/stable/26924986,1619 to 1819,Phylon (1960-),2020,,article,jstor,2020-07-01,1,57,http://www.jstor.org/stable/26924986,Gloria J. Browne-Marshall,Clark Atlanta University,eng,37,55,,9092,19,unigram; bigram; trigram
http://www.jstor.org/stable/48595414,"RACE, REFORM, & PROGRESSIVE PROSECUTION",The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-10-01,4,110,http://www.jstor.org/stable/48595414,DANIEL FRYER,Northwestern University,eng,769,802,,15485,35,unigram; bigram; trigram
http://www.jstor.org/stable/48572368,PROTECTING CRIME VICTIMS IN STATE CONSTITUTIONS,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-01-01,2,110,http://www.jstor.org/stable/48572368,PAUL G. CASSELL; MARGARET GARVIN,Northwestern University,eng,99,139,,17853,41,unigram; bigram; trigram
http://www.jstor.org/stable/26947523,Suing for Freedom in Washington,Washington History,2020,,article,jstor,2020-10-01,1/2,32,http://www.jstor.org/stable/26947523,WILLIAM G. THOMAS III,"Historical Society of Washington, D.C.",eng,59,62,,6654,4,unigram; bigram; trigram
http://www.jstor.org/stable/26934669,Review Article,History Ireland,2020,,article,jstor,2020-09-01,5,28,http://www.jstor.org/stable/26934669,Mary Kenny,Wordwell Ltd.,eng,65,66,,1267,2,unigram; bigram; trigram
http://www.jstor.org/stable/26934662,CHARLES J. HAUGHEY and the Arms Crisis,History Ireland,2020,,article,jstor,2020-09-01,5,28,http://www.jstor.org/stable/26934662,Stephen Kelly,Wordwell Ltd.,eng,46,49,,2696,4,unigram; bigram; trigram
http://www.jstor.org/stable/48573791,"“YOU MAY BE DOWN AND OUT, BUT YOU AIN’T BEATEN”",The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-07-01,3,110,http://www.jstor.org/stable/48573791,KEITH ARMSTRONG,Northwestern University,eng,593,622,,12707,31,unigram; bigram; trigram
http://www.jstor.org/stable/26934652,ABRAHAM BREWSTER—FROM LEGAL OBSCURITY TO LORD CHANCELLOR,History Ireland,2020,,article,jstor,2020-09-01,5,28,http://www.jstor.org/stable/26934652,Rob Christie,Wordwell Ltd.,eng,20,22,,1933,3,unigram; bigram; trigram
http://www.jstor.org/stable/26932593,“To destroy in whole or in part”,Humboldt Journal of Social Relations,2020,,article,jstor,2020-01-01,42,,http://www.jstor.org/stable/26932593,Jack Norton,"Department of Sociology, Humboldt State University",eng,8,26,,17239,19,unigram; bigram; trigram
http://www.jstor.org/stable/48573792,STEPPING INTO THE “WRONG” NEIGHBORHOOD,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-07-01,3,110,http://www.jstor.org/stable/48573792,SAMUEL DIPIETRO,Northwestern University,eng,623,654,,13786,33,unigram; bigram; trigram
http://www.jstor.org/stable/26965601,"Even When You’re Not Thinking About the End of the World, the End of the World Is Thinking About You",Ploughshares,2020,,article,jstor,2020-12-01,4,46,http://www.jstor.org/stable/26965601,NICK ARVIN,Ploughshares,eng,29,36,,3241,8,unigram; bigram; trigram
http://www.jstor.org/stable/26931203,"Demographics, earnings, and family characteristics of workers in sectors initially affected by COVID-19 shutdowns",Monthly Labor Review,2020,,article,jstor,2020-06-01,,,http://www.jstor.org/stable/26931203,Matthew Dey; Mark A. Loewenstein; David S. Piccone Jr; Anne E. Polivka,"Bureau of Labor Statistics, U.S. Department of Labor",eng,1,29,,8340,29,unigram; bigram; trigram
http://www.jstor.org/stable/26960751,THE PROMISE OF <em>PORTER</em>? <em>PORTER V. CLARKE</em> AND ITS POTENTIAL IMPACT ON SOLITARY CONFINEMENT LITIGATION,Columbia Law Review,2020,,article,jstor,2020-04-01,3,120,http://www.jstor.org/stable/26960751,Mary Marshall,"Columbia Law Review Association, Inc.",eng,67,79,,6121,13,unigram; bigram; trigram
http://www.jstor.org/stable/26921145,SOMETHING IN THE WATER,Minnesota History,2020,,article,jstor,2020-07-01,2,67,http://www.jstor.org/stable/26921145,Paul Nelson,Minnesota Historical Society Press,eng,56,69,,8776,14,unigram; bigram; trigram
http://www.jstor.org/stable/26956093,A Straightforward Journey? Discovering Belgium’s Refugee Policy through Its Central Government Archives (1945-1957),Historical Social Research / Historische Sozialforschung,2020,,article,jstor,2020-01-01,4 (174),45,http://www.jstor.org/stable/26956093,Filip Strubbe,GESIS - Leibniz Institute for the Social Sciences,eng,69,96,,12679,29,unigram; bigram; trigram
http://www.jstor.org/stable/26924944,“There’s a Lot of Things that Need Changin’”,The Arkansas Historical Quarterly,2020,,article,jstor,2020-04-01,1,79,http://www.jstor.org/stable/26924944,Colin Woodward,Arkansas Historical Association,eng,40,58,,8409,19,unigram; bigram; trigram
http://www.jstor.org/stable/26936045,“Adventures. Escape of a Slave”,The Arkansas Historical Quarterly,2020,,article,jstor,2020-07-01,2,79,http://www.jstor.org/stable/26936045,Michael Pierce,Arkansas Historical Association,eng,133,141,,4028,9,unigram; bigram; trigram
http://www.jstor.org/stable/26958732,CATEGORICAL NONUNIFORMITY,Columbia Law Review,2020,,article,jstor,2020-11-01,7,120,http://www.jstor.org/stable/26958732,Sheldon A. Evans,"Columbia Law Review Association, Inc.",eng,1771,1842,,36301,72,unigram; bigram; trigram
http://www.jstor.org/stable/48572369,JUVENILE LIFE WITHOUT PAROLE IN NORTH CAROLINA,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-01-01,2,110,http://www.jstor.org/stable/48572369,BEN FINHOLT; BRANDON L. GARRETT; KARIMA MODJADIDI; KRISTEN M. RENBERG,Northwestern University,eng,141,179,,14206,39,unigram; bigram; trigram
http://www.jstor.org/stable/48599281,How Turkey’s Leaders Dismantled the Rule of Law,The Fletcher Forum of World Affairs,2020,,article,jstor,2020-01-01,1,44,http://www.jstor.org/stable/48599281,Merve Tahiroglu,The Fletcher School of Law and Diplomacy,eng,67,96,,11418,30,unigram; bigram; trigram
http://www.jstor.org/stable/26923485,Understanding US Immigration Detention,Health and Human Rights,2020,,article,jstor,2020-06-01,1,22,http://www.jstor.org/stable/26923485,ALTAF SAADI; MARIA-ELENA DE TRINIDAD YOUNG; CAITLIN PATLER; JEREMIAS LEONEL ESTRADA; HOMER VENTERS,Harvard School of Public Health/François-Xavier Bagnoud Center for Health and Human Rights,eng,187,198,,6560,12,unigram; bigram; trigram
http://www.jstor.org/stable/26915143,RICHARD KYLE FOX AND HIS <em>NATIONAL POLICE GAZETTE</em>,History Ireland,2020,,article,jstor,2020-01-01,1,28,http://www.jstor.org/stable/26915143,Liam Barry-Hayes,Wordwell Ltd.,eng,26,28,,1893,3,unigram; bigram; trigram
http://www.jstor.org/stable/26960744,THE RIGHT APPROACH TO HARMLESS ERROR,Columbia Law Review,2020,,article,jstor,2020-01-01,1,120,http://www.jstor.org/stable/26960744,Daniel Epps,"Columbia Law Review Association, Inc.",eng,1,13,,5961,13,unigram; bigram; trigram
http://www.jstor.org/stable/26936048,Review Article,The Arkansas Historical Quarterly,2020,,article,jstor,2020-07-01,2,79,http://www.jstor.org/stable/26936048,Joshua D. Rothman,Arkansas Historical Association,eng,160,162,,1228,3,unigram; bigram; trigram
http://www.jstor.org/stable/48572213,DEFINING “SPECIAL CARE”,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-01-01,1,110,http://www.jstor.org/stable/48572213,BEN GIFFORD,Northwestern University,eng,15,42,,12322,28,unigram; bigram; trigram
http://www.jstor.org/stable/48572373,FAMILY SEPARATION UNDER THE TRUMP ADMINISTRATION,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-01-01,2,110,http://www.jstor.org/stable/48572373,REILLY FRYE,Northwestern University,eng,349,377,,12098,29,unigram; bigram; trigram
http://www.jstor.org/stable/26811002,The Benefactress,Military Images,2020,,article,jstor,2020-01-01,1 (211),38,http://www.jstor.org/stable/26811002,Elizabeth A. Topping,Ronald S. Coddington,eng,64,65,,1443,2,unigram; bigram; trigram
http://www.jstor.org/stable/26984147,Neglected Restitution,The Hungarian Historical Review,2020,,article,jstor,2020-01-01,3,9,http://www.jstor.org/stable/26984147,Borbála Klacsmann,"Institute of History, Research Centre for the Humanities, Hungarian Academy of Sciences",eng,512,529,,7691,18,unigram; bigram; trigram
http://www.jstor.org/stable/26965835,CIRCUIT COURT DYSPHORIA,Columbia Law Review,2020,,article,jstor,2020-12-01,8,120,http://www.jstor.org/stable/26965835,Samantha Braver,"Columbia Law Review Association, Inc.",eng,2235,2274,,18126,40,unigram; bigram; trigram
http://www.jstor.org/stable/26927663,ISIS Resurgence in Al Hawl Camp and Human Smuggling Enterprises in Syria,Perspectives on Terrorism,2020,,article,jstor,2020-08-01,4,14,http://www.jstor.org/stable/26927663,Christian Vianna de Azevedo,Terrorism Research Initiative,eng,43,63,,13866,21,unigram; bigram; trigram
http://www.jstor.org/stable/26923495,Sleep Deprivation of Detained Children,Health and Human Rights,2020,,article,jstor,2020-06-01,1,22,http://www.jstor.org/stable/26923495,KATHERINE R. PEELER; KATHRYN HAMPTON; JUSTIN LUCERO; ROYA IJADI-MAGHSOODI,Harvard School of Public Health/François-Xavier Bagnoud Center for Health and Human Rights,eng,317,320,,2506,4,unigram; bigram; trigram
http://www.jstor.org/stable/26992873,The Role of Civil Legal Aid in Elder Abuse,Generations: Journal of the American Society on Aging,2020,,article,jstor,2020-04-01,1,44,http://www.jstor.org/stable/26992873,Sarah Galvan; Vivianne Mbaku,American Society on Aging,eng,84,90,,3987,7,unigram; bigram; trigram
http://www.jstor.org/stable/26934609,Connaught Rangers mutineer John Miranda,History Ireland,2020,,article,jstor,2020-07-01,4,28,http://www.jstor.org/stable/26934609,BRYAN MacMAHON,Wordwell Ltd.,eng,11,12,,1836,2,unigram; bigram; trigram
http://www.jstor.org/stable/48573789,PROSECUTORIAL DECLINATION STATEMENTS,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-07-01,3,110,http://www.jstor.org/stable/48573789,JESSICA A. ROTH,Northwestern University,eng,477,550,,34508,75,unigram; bigram; trigram
http://www.jstor.org/stable/26947526,1968,Washington History,2020,,article,jstor,2020-10-01,1/2,32,http://www.jstor.org/stable/26947526,KYLA SOMMERS,"Historical Society of Washington, D.C.",eng,67,70,,6672,4,unigram; bigram; trigram
http://www.jstor.org/stable/26954807,Pattern Recognition in <em>Tyus v Urban Search Management</em>,The University of Chicago Law Review,2020,,article,jstor,2020-12-01,,87,http://www.jstor.org/stable/26954807,Lee Anne Fennell,The University of Chicago Law Review,eng,2339,2356,,7352,18,unigram; bigram; trigram
http://www.jstor.org/stable/26947525,Learning from Our Ancestors,Washington History,2020,,article,jstor,2020-10-01,1/2,32,http://www.jstor.org/stable/26947525,CHRIS MYERS ASCH; GEORGE DEREK MUSGROVE,"Historical Society of Washington, D.C.",eng,64,67,,6740,4,unigram; bigram; trigram
http://www.jstor.org/stable/26906790,Gaining Sweat Equity,Minnesota History,2020,,article,jstor,2020-04-01,1,67,http://www.jstor.org/stable/26906790,Sheri Brenden,Minnesota Historical Society Press,eng,6,16,,7180,11,unigram; bigram; trigram
http://www.jstor.org/stable/26918351,Manufacturing violence at the border,Monthly Labor Review,2020,,article,jstor,2020-05-01,,,http://www.jstor.org/stable/26918351,Victoria Battista,"Bureau of Labor Statistics, U.S. Department of Labor",eng,,,,1570,2,unigram; bigram; trigram
http://www.jstor.org/stable/48573163,The Madman,"The Green Book: Writings on Irish Gothic, Supernatural and Fantastic Literature",2020,,article,jstor,2020-05-01,15,,http://www.jstor.org/stable/48573163,Herbert Moore Pim,Swan River Press,eng,30,34,,1549,5,unigram; bigram; trigram
http://www.jstor.org/stable/26925459,Arming you with knowledge and tools to combat counterfeit images,Military Images,2020,,article,jstor,2020-10-01,4 (214),38,http://www.jstor.org/stable/26925459,Perry M. Frohne,Ronald S. Coddington,eng,20,22,,1240,3,unigram; bigram; trigram
http://www.jstor.org/stable/26939560,BLOOD IN THE WATER,Environmental Law,2020,,article,jstor,2020-01-01,1,50,http://www.jstor.org/stable/26939560,Catherine Macdonald; Andrew Carter,Lewis & Clark Law School,eng,287,325,,17031,39,unigram; bigram; trigram
http://www.jstor.org/stable/48595416,PROSECUTORS AND THEIR STATE AND LOCAL POLITIES,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-10-01,4,110,http://www.jstor.org/stable/48595416,RONALD F. WRIGHT,Northwestern University,eng,823,858,,15627,37,unigram; bigram; trigram
http://www.jstor.org/stable/26939557,SAN DIEGO BORDER INFRASTRUCTURE ENVIRONMENTAL LITIGATION,Environmental Law,2020,,article,jstor,2020-01-01,1,50,http://www.jstor.org/stable/26939557,Edward A. Fitzgerald,Lewis & Clark Law School,eng,151,204,,25567,54,unigram; bigram; trigram
http://www.jstor.org/stable/26923507,COVID-19 and Detention,Health and Human Rights,2020,,article,jstor,2020-06-01,1,22,http://www.jstor.org/stable/26923507,JOSEPH J. AMON,Harvard School of Public Health/François-Xavier Bagnoud Center for Health and Human Rights,eng,367,370,,2277,4,unigram; bigram; trigram
http://www.jstor.org/stable/26921065,"AUTOMOBILE EVENT DATA RECORDERS, AND THE FUTURE OF THE FOURTH AMENDMENT",Columbia Law Review,2020,,article,jstor,2020-06-01,5,120,http://www.jstor.org/stable/26921065,Daniel Harper,"Columbia Law Review Association, Inc.",eng,1255,1294,,21064,40,unigram; bigram; trigram
http://www.jstor.org/stable/26960750,SO GOES THE NATION,Columbia Law Review,2020,,article,jstor,2020-03-01,2,120,http://www.jstor.org/stable/26960750,Wilfred U. Codrington III,"Columbia Law Review Association, Inc.",eng,43,66,,12375,24,unigram; bigram; trigram
http://www.jstor.org/stable/26954809,<em>Swanson v Citibank</em> and the 1L Canon,The University of Chicago Law Review,2020,,article,jstor,2020-12-01,,87,http://www.jstor.org/stable/26954809,William H.J. Hubbard,The University of Chicago Law Review,eng,2377,2396,,8343,20,unigram; bigram; trigram
http://www.jstor.org/stable/48563038,Fighting Violence Against Women,Daedalus,2020,,article,jstor,2020-01-01,1,149,http://www.jstor.org/stable/48563038,Mala Htun; Francesca R. Jensenius,American Academy of Arts & Sciences,eng,144,159,,6623,16,unigram; bigram; trigram
http://www.jstor.org/stable/26944675,Competent Counsel,Louisiana History: The Journal of the Louisiana Historical Association,2020,,article,jstor,2020-07-01,3,61,http://www.jstor.org/stable/26944675,THOMAS J. WARD JR.,Louisiana Historical Association,eng,229,266,,11508,38,unigram; bigram; trigram
http://www.jstor.org/stable/26939810,The Doomed Lovecrafts of Rochester,Lovecraft Annual,2020,,article,jstor,2020-01-01,14,,http://www.jstor.org/stable/26939810,Will Murray,Hippocampus Press,eng,60,76,,6171,17,unigram; bigram; trigram
http://www.jstor.org/stable/26959963,SELF-FUNDED CAMPAIGNS AND THE CURRENT (LACK OF?) LIMITS ON CANDIDATE CONTRIBUTIONS TO POLITICAL PARTIES,Columbia Law Review,2020,,article,jstor,2020-10-01,6,120,http://www.jstor.org/stable/26959963,John J. Martin,"Columbia Law Review Association, Inc.",eng,178,197,,9181,20,unigram; bigram; trigram
http://www.jstor.org/stable/26937467,Not Just Refugee Relief,Journal of the Royal Asiatic Society Hong Kong Branch,2020,,article,jstor,2020-01-01,,60,http://www.jstor.org/stable/26937467,Colin Day,Royal Asiatic Society Hong Kong Branch,eng,115,137,,8507,23,unigram; bigram; trigram
http://www.jstor.org/stable/48573788,FEDERAL DETENTION AND “WILD FACTS” DURING THE COVID-19 PANDEMIC,The Journal of Criminal Law and Criminology (1973-),2020,,article,jstor,2020-07-01,3,110,http://www.jstor.org/stable/48573788,GABRIEL A. FUENTES,Northwestern University,eng,441,476,,16745,37,unigram; bigram; trigram
http://www.jstor.org/stable/26992875,The Future of Elder Justice,Generations: Journal of the American Society on Aging,2020,,article,jstor,2020-04-01,1,44,http://www.jstor.org/stable/26992875,Elizabeth Petruy; Hilary Dalin,American Society on Aging,eng,98,100,,1560,3,unigram; bigram; trigram
